Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
67,PlayStation,Cancellation request,Installation support,Critical,Email,0
47,Adobe Photoshop,Cancellation request,Product recommendation,Critical,Email,1
58,Nintendo Switch Pro Controller,Technical issue,Software bug,Critical,Email,1
56,Nikon D,Cancellation request,Display issue,Low,Email,0
33,Microsoft Surface,Billing inquiry,Product compatibility,Medium,Chat,0
40,Amazon Kindle,Technical issue,Delivery problem,Medium,Chat,1
45,Dyson Vacuum Cleaner,Technical issue,Product recommendation,Low,Phone,0
42,LG Smart TV,Technical issue,Data loss,Critical,Chat,1
20,HP Pavilion,Billing inquiry,Account access,Low,Email,0
60,Autodesk AutoCAD,Product inquiry,Software bug,Medium,Social media,0
41,Fitbit Versa Smartwatch,Billing inquiry,Product recommendation,Medium,Chat,0
47,Nikon D,Cancellation request,Display issue,Critical,Phone,1
18,MacBook Pro,Product inquiry,Installation support,Critical,Email,1
45,Bose QuietComfort,Technical issue,Refund request,Low,Social media,0
46,Canon EOS,Billing inquiry,Display issue,Medium,Social media,0
46,Sony Xperia,Cancellation request,Display issue,Critical,Email,1
61,Philips Hue Lights,Product inquiry,Network problem,Critical,Chat,0
57,LG OLED,Technical issue,Product recommendation,High,Chat,0
48,LG Smart TV,Refund request,Cancellation request,Low,Chat,0
58,Google Pixel,Cancellation request,Product recommendation,High,Phone,0
55,Microsoft Office,Billing inquiry,Installation support,High,Chat,0
31,Nintendo Switch,Cancellation request,Data loss,Medium,Email,1
68,Adobe Photoshop,Cancellation request,Battery life,Medium,Phone,1
53,Amazon Echo,Product inquiry,Delivery problem,High,Social media,0
40,Bose SoundLink Speaker,Billing inquiry,Network problem,Critical,Social media,1
63,Autodesk AutoCAD,Product inquiry,Delivery problem,Critical,Phone,0
46,Lenovo ThinkPad,Billing inquiry,Product compatibility,Critical,Chat,1
24,Sony 4K HDR TV,Billing inquiry,Refund request,Critical,Email,1
28,Nintendo Switch Pro Controller,Billing inquiry,Product setup,Critical,Email,0
49,Sony 4K HDR TV,Billing inquiry,Network problem,Critical,Phone,0
67,Dyson Vacuum Cleaner,Billing inquiry,Refund request,Medium,Email,0
27,Sony Xperia,Cancellation request,Installation support,Critical,Social media,0
65,MacBook Pro,Billing inquiry,Delivery problem,Low,Chat,0
27,LG Washing Machine,Refund request,Product recommendation,Critical,Social media,1
53,Canon DSLR Camera,Refund request,Account access,Medium,Phone,0
69,Nintendo Switch,Product inquiry,Product recommendation,High,Chat,0
19,LG Smart TV,Product inquiry,Software bug,High,Chat,0
48,Adobe Photoshop,Cancellation request,Peripheral compatibility,Low,Chat,0
63,GoPro Action Camera,Technical issue,Product setup,High,Email,0
61,Philips Hue Lights,Refund request,Refund request,Medium,Email,1
43,Dell XPS,Refund request,Peripheral compatibility,Medium,Phone,0
56,Sony Xperia,Refund request,Delivery problem,Low,Email,0
65,Sony Xperia,Technical issue,Software bug,Medium,Chat,1
31,Microsoft Xbox Controller,Cancellation request,Installation support,Critical,Social media,1
42,MacBook Pro,Product inquiry,Account access,Medium,Social media,1
45,HP Pavilion,Billing inquiry,Installation support,Critical,Chat,0
56,Microsoft Surface,Technical issue,Refund request,Low,Chat,0
58,Nintendo Switch,Technical issue,Payment issue,Critical,Social media,0
37,LG Washing Machine,Technical issue,Installation support,High,Chat,1
19,Samsung Galaxy,Product inquiry,Software bug,Critical,Phone,1
48,Bose QuietComfort,Product inquiry,Network problem,Critical,Chat,1
24,Fitbit Charge,Billing inquiry,Product setup,Medium,Email,1
45,Canon DSLR Camera,Billing inquiry,Battery life,Critical,Phone,1
48,Dell XPS,Cancellation request,Refund request,High,Email,1
66,Samsung Soundbar,Product inquiry,Payment issue,Low,Email,0
56,GoPro Hero,Technical issue,Product compatibility,Medium,Social media,1
66,LG OLED,Product inquiry,Product compatibility,Low,Email,0
69,LG Smart TV,Billing inquiry,Hardware issue,Low,Email,0
21,Google Nest,Technical issue,Hardware issue,High,Email,0
60,Canon DSLR Camera,Product inquiry,Data loss,High,Social media,1
21,Adobe Photoshop,Product inquiry,Refund request,Low,Chat,0
20,Microsoft Surface,Technical issue,Hardware issue,High,Chat,1
27,Microsoft Office,Refund request,Product compatibility,Critical,Email,1
18,Autodesk AutoCAD,Technical issue,Cancellation request,High,Social media,1
32,GoPro Action Camera,Technical issue,Network problem,Critical,Phone,1
49,Canon EOS,Product inquiry,Data loss,Critical,Phone,0
26,Nikon D,Refund request,Refund request,Low,Social media,0
56,Roomba Robot Vacuum,Technical issue,Delivery problem,High,Email,0
67,Samsung Soundbar,Product inquiry,Software bug,High,Email,0
61,Microsoft Office,Billing inquiry,Installation support,Low,Email,0
51,Dell XPS,Billing inquiry,Refund request,Low,Chat,0
52,Nest Thermostat,Product inquiry,Peripheral compatibility,Low,Phone,0
58,Nintendo Switch,Refund request,Payment issue,High,Social media,0
69,Autodesk AutoCAD,Product inquiry,Hardware issue,Critical,Chat,0
31,Bose QuietComfort,Technical issue,Peripheral compatibility,Low,Phone,0
51,GoPro Hero,Cancellation request,Refund request,Low,Email,0
29,Sony PlayStation,Refund request,Software bug,Critical,Phone,1
43,GoPro Action Camera,Product inquiry,Product recommendation,Critical,Email,1
67,Philips Hue Lights,Billing inquiry,Account access,Low,Chat,0
41,Microsoft Surface,Cancellation request,Network problem,High,Social media,0
63,Adobe Photoshop,Cancellation request,Cancellation request,Medium,Chat,0
18,HP Pavilion,Refund request,Product compatibility,Critical,Email,1
63,Fitbit Versa Smartwatch,Billing inquiry,Installation support,Low,Email,0
26,MacBook Pro,Technical issue,Network problem,Critical,Social media,1
63,Fitbit Charge,Refund request,Peripheral compatibility,Critical,Email,0
61,Sony 4K HDR TV,Product inquiry,Network problem,High,Social media,1
66,Nintendo Switch Pro Controller,Refund request,Battery life,Low,Social media,0
19,Canon EOS,Technical issue,Delivery problem,Low,Email,0
48,Canon DSLR Camera,Cancellation request,Installation support,Low,Phone,0
28,GoPro Action Camera,Billing inquiry,Hardware issue,Low,Chat,0
47,Garmin Forerunner,Product inquiry,Installation support,High,Social media,1
57,Google Nest,Refund request,Delivery problem,Low,Email,0
61,Canon DSLR Camera,Product inquiry,Data loss,Medium,Social media,1
52,Xbox,Cancellation request,Hardware issue,Low,Email,0
41,Sony PlayStation,Cancellation request,Peripheral compatibility,Low,Social media,0
62,Samsung Soundbar,Technical issue,Software bug,High,Phone,0
51,Fitbit Versa Smartwatch,Billing inquiry,Software bug,Critical,Phone,0
47,Fitbit Charge,Product inquiry,Product compatibility,Medium,Social media,0
60,Autodesk AutoCAD,Product inquiry,Product setup,Medium,Phone,1
29,Amazon Kindle,Billing inquiry,Product compatibility,Medium,Chat,0
59,Nikon D,Cancellation request,Peripheral compatibility,Low,Email,0
23,iPhone,Refund request,Software bug,Critical,Phone,1
62,Microsoft Office,Refund request,Battery life,Critical,Social media,0
34,Fitbit Charge,Technical issue,Battery life,Low,Phone,0
49,Fitbit Charge,Cancellation request,Delivery problem,High,Phone,0
49,Nest Thermostat,Technical issue,Battery life,Low,Social media,0
56,Samsung Galaxy,Refund request,Network problem,Critical,Email,0
42,Canon DSLR Camera,Billing inquiry,Hardware issue,High,Email,0
19,Apple AirPods,Billing inquiry,Peripheral compatibility,Low,Chat,0
26,Microsoft Xbox Controller,Cancellation request,Delivery problem,Medium,Social media,0
65,Microsoft Xbox Controller,Refund request,Display issue,High,Chat,1
51,Garmin Forerunner,Refund request,Software bug,Low,Social media,0
18,Roomba Robot Vacuum,Product inquiry,Peripheral compatibility,Medium,Social media,0
39,Apple AirPods,Product inquiry,Product recommendation,Low,Chat,0
66,Fitbit Charge,Product inquiry,Product setup,Medium,Chat,0
49,HP Pavilion,Refund request,Account access,Low,Chat,0
34,Samsung Soundbar,Technical issue,Software bug,High,Phone,1
29,Samsung Soundbar,Refund request,Software bug,High,Chat,1
19,Bose SoundLink Speaker,Product inquiry,Product setup,Medium,Social media,0
40,Fitbit Versa Smartwatch,Product inquiry,Peripheral compatibility,Medium,Phone,0
68,Dell XPS,Refund request,Cancellation request,Low,Email,0
24,Philips Hue Lights,Product inquiry,Product recommendation,Low,Chat,0
22,Fitbit Charge,Cancellation request,Refund request,Low,Social media,0
57,HP Pavilion,Billing inquiry,Delivery problem,High,Email,0
48,iPhone,Product inquiry,Product compatibility,Medium,Chat,0
37,GoPro Action Camera,Billing inquiry,Network problem,Critical,Social media,1
66,Sony Xperia,Refund request,Data loss,Low,Chat,0
27,Sony 4K HDR TV,Billing inquiry,Software bug,High,Chat,1
48,Garmin Forerunner,Billing inquiry,Cancellation request,Critical,Phone,0
59,Amazon Kindle,Product inquiry,Product recommendation,Medium,Chat,0
70,PlayStation,Cancellation request,Software bug,Critical,Phone,1
66,Nintendo Switch,Cancellation request,Installation support,Medium,Email,1
52,Nest Thermostat,Product inquiry,Refund request,High,Phone,1
28,Dyson Vacuum Cleaner,Billing inquiry,Network problem,High,Phone,0
49,Canon EOS,Technical issue,Delivery problem,Critical,Phone,1
35,GoPro Hero,Cancellation request,Refund request,Critical,Chat,0
56,Google Pixel,Cancellation request,Product recommendation,Low,Social media,0
37,Asus ROG,Cancellation request,Peripheral compatibility,Medium,Phone,1
54,Microsoft Xbox Controller,Billing inquiry,Hardware issue,Critical,Social media,1
29,GoPro Hero,Cancellation request,Data loss,High,Chat,1
49,LG OLED,Technical issue,Refund request,High,Chat,0
54,Xbox,Refund request,Product compatibility,Low,Chat,0
32,Nikon D,Cancellation request,Installation support,High,Chat,0
24,Bose QuietComfort,Billing inquiry,Product compatibility,Medium,Chat,1
18,iPhone,Product inquiry,Installation support,Low,Email,0
36,Adobe Photoshop,Technical issue,Data loss,Critical,Email,1
67,Google Pixel,Billing inquiry,Network problem,High,Email,0
21,HP Pavilion,Refund request,Network problem,Critical,Social media,1
34,Philips Hue Lights,Technical issue,Network problem,High,Email,1
26,Garmin Forerunner,Technical issue,Peripheral compatibility,Critical,Email,1
33,Sony 4K HDR TV,Refund request,Delivery problem,Low,Phone,0
56,iPhone,Refund request,Product recommendation,High,Email,0
41,Bose SoundLink Speaker,Technical issue,Peripheral compatibility,Critical,Email,0
67,Amazon Echo,Billing inquiry,Battery life,Medium,Email,0
66,Sony 4K HDR TV,Product inquiry,Data loss,High,Phone,0
30,Sony Xperia,Technical issue,Refund request,Low,Email,0
37,Fitbit Versa Smartwatch,Refund request,Hardware issue,High,Phone,1
24,GoPro Action Camera,Product inquiry,Network problem,Critical,Phone,1
19,LG Smart TV,Product inquiry,Product recommendation,Low,Phone,0
61,Fitbit Charge,Refund request,Refund request,Medium,Chat,1
51,Dell XPS,Technical issue,Installation support,Low,Phone,0
51,Adobe Photoshop,Billing inquiry,Display issue,High,Email,1
51,Dyson Vacuum Cleaner,Product inquiry,Display issue,Low,Social media,0
49,Adobe Photoshop,Refund request,Payment issue,High,Phone,1
49,Adobe Photoshop,Technical issue,Installation support,Critical,Phone,1
24,Microsoft Office,Cancellation request,Software bug,Medium,Email,1
61,Nest Thermostat,Technical issue,Installation support,High,Phone,0
48,HP Pavilion,Technical issue,Product recommendation,Critical,Chat,0
28,Nest Thermostat,Refund request,Cancellation request,High,Chat,1
38,MacBook Pro,Refund request,Network problem,Low,Chat,0
44,HP Pavilion,Cancellation request,Installation support,Medium,Email,0
24,Adobe Photoshop,Refund request,Account access,High,Phone,0
24,Fitbit Charge,Cancellation request,Payment issue,High,Email,1
25,HP Pavilion,Refund request,Hardware issue,High,Social media,0
70,Microsoft Xbox Controller,Cancellation request,Cancellation request,Low,Social media,0
52,GoPro Action Camera,Technical issue,Software bug,Medium,Phone,1
20,Samsung Soundbar,Cancellation request,Battery life,Low,Phone,0
40,Fitbit Charge,Product inquiry,Payment issue,High,Email,1
67,Bose QuietComfort,Cancellation request,Payment issue,Low,Email,0
59,Bose SoundLink Speaker,Cancellation request,Hardware issue,Critical,Phone,1
61,GoPro Hero,Product inquiry,Product compatibility,Low,Phone,0
56,LG OLED,Product inquiry,Payment issue,Low,Chat,0
18,Bose SoundLink Speaker,Cancellation request,Delivery problem,Critical,Chat,1
20,PlayStation,Technical issue,Payment issue,High,Email,0
51,Garmin Forerunner,Billing inquiry,Refund request,Medium,Social media,0
28,Xbox,Product inquiry,Hardware issue,Critical,Phone,1
35,Fitbit Charge,Billing inquiry,Product recommendation,Medium,Phone,0
23,Samsung Soundbar,Billing inquiry,Data loss,High,Email,0
64,Canon EOS,Billing inquiry,Product compatibility,Medium,Email,1
48,Adobe Photoshop,Refund request,Product setup,High,Chat,1
27,Samsung Galaxy,Refund request,Software bug,Medium,Email,0
52,Roomba Robot Vacuum,Technical issue,Product compatibility,High,Social media,0
30,Sony Xperia,Cancellation request,Product recommendation,Medium,Social media,0
55,Xbox,Technical issue,Peripheral compatibility,Medium,Email,1
27,Nikon D,Refund request,Hardware issue,Low,Chat,0
62,Lenovo ThinkPad,Refund request,Product recommendation,High,Email,1
66,Microsoft Xbox Controller,Product inquiry,Display issue,Low,Social media,0
65,Samsung Galaxy,Cancellation request,Hardware issue,Medium,Social media,0
47,HP Pavilion,Refund request,Data loss,Critical,Email,1
63,Philips Hue Lights,Refund request,Account access,Medium,Phone,0
42,Nikon D,Refund request,Account access,High,Phone,1
26,GoPro Hero,Product inquiry,Display issue,Critical,Email,0
66,Fitbit Versa Smartwatch,Billing inquiry,Software bug,Critical,Chat,1
23,Google Pixel,Product inquiry,Network problem,Low,Social media,0
50,Samsung Galaxy,Billing inquiry,Product setup,Critical,Chat,0
29,Microsoft Office,Refund request,Product compatibility,Medium,Chat,0
38,iPhone,Product inquiry,Product recommendation,Low,Social media,0
41,Canon EOS,Technical issue,Product compatibility,Critical,Chat,0
53,HP Pavilion,Technical issue,Account access,Critical,Social media,1
56,PlayStation,Billing inquiry,Hardware issue,Medium,Social media,0
36,Sony Xperia,Refund request,Hardware issue,Medium,Chat,0
24,Sony Xperia,Billing inquiry,Network problem,Critical,Email,1
25,Canon DSLR Camera,Product inquiry,Account access,Low,Social media,0
53,Bose QuietComfort,Cancellation request,Battery life,Low,Email,0
67,Nikon D,Billing inquiry,Hardware issue,Medium,Email,1
59,Samsung Galaxy,Refund request,Product setup,Critical,Email,1
67,Canon DSLR Camera,Technical issue,Software bug,Medium,Email,0
57,Autodesk AutoCAD,Technical issue,Installation support,Critical,Chat,0
44,Microsoft Surface,Product inquiry,Account access,Critical,Phone,1
47,Fitbit Charge,Product inquiry,Display issue,Critical,Social media,1
48,Amazon Kindle,Cancellation request,Display issue,Medium,Social media,1
21,Amazon Kindle,Billing inquiry,Account access,High,Phone,0
42,Nikon D,Technical issue,Account access,Low,Phone,0
34,Google Pixel,Product inquiry,Software bug,Critical,Chat,1
38,HP Pavilion,Technical issue,Delivery problem,High,Social media,0
42,Amazon Echo,Billing inquiry,Account access,Critical,Email,1
28,iPhone,Technical issue,Data loss,Critical,Email,0
31,Google Nest,Cancellation request,Hardware issue,Medium,Chat,0
43,Bose QuietComfort,Billing inquiry,Refund request,Low,Social media,0
39,Bose QuietComfort,Billing inquiry,Software bug,Low,Phone,0
62,Garmin Forerunner,Billing inquiry,Hardware issue,Medium,Chat,0
41,Sony PlayStation,Product inquiry,Payment issue,Medium,Chat,1
22,Nikon D,Billing inquiry,Delivery problem,Medium,Email,1
52,LG Smart TV,Cancellation request,Display issue,Medium,Email,0
43,Apple AirPods,Cancellation request,Refund request,High,Chat,0
18,Google Pixel,Product inquiry,Software bug,Critical,Phone,1
68,Google Nest,Refund request,Account access,High,Email,0
44,LG Washing Machine,Cancellation request,Product compatibility,Critical,Email,1
66,LG OLED,Cancellation request,Product compatibility,Medium,Email,0
50,Fitbit Charge,Billing inquiry,Software bug,Medium,Social media,0
68,Apple AirPods,Cancellation request,Peripheral compatibility,High,Social media,1
32,iPhone,Cancellation request,Product recommendation,High,Email,0
49,Adobe Photoshop,Refund request,Payment issue,Critical,Phone,1
63,Canon EOS,Billing inquiry,Data loss,Critical,Social media,1
32,HP Pavilion,Cancellation request,Peripheral compatibility,Medium,Phone,0
42,Amazon Kindle,Billing inquiry,Delivery problem,Low,Email,0
20,Google Nest,Refund request,Payment issue,Low,Email,0
55,Nintendo Switch,Product inquiry,Product setup,Medium,Chat,0
57,Canon DSLR Camera,Refund request,Product setup,Low,Chat,0
44,Asus ROG,Billing inquiry,Network problem,Low,Chat,0
19,Bose QuietComfort,Billing inquiry,Battery life,Medium,Phone,0
60,Sony 4K HDR TV,Product inquiry,Software bug,Medium,Phone,0
25,PlayStation,Product inquiry,Peripheral compatibility,Critical,Email,1
46,Amazon Echo,Refund request,Display issue,High,Chat,0
25,Apple AirPods,Billing inquiry,Software bug,High,Social media,1
44,GoPro Action Camera,Technical issue,Product setup,High,Chat,1
18,Asus ROG,Billing inquiry,Display issue,Critical,Email,1
55,HP Pavilion,Product inquiry,Payment issue,Medium,Phone,0
36,Samsung Soundbar,Product inquiry,Product compatibility,Critical,Email,1
45,GoPro Action Camera,Billing inquiry,Product recommendation,High,Social media,1
59,Bose SoundLink Speaker,Refund request,Product compatibility,Medium,Social media,0
53,LG OLED,Technical issue,Product compatibility,Medium,Email,0
37,Amazon Kindle,Technical issue,Product compatibility,High,Phone,0
44,Amazon Echo,Cancellation request,Installation support,High,Email,1
22,Amazon Echo,Product inquiry,Display issue,Medium,Social media,1
23,iPhone,Cancellation request,Cancellation request,High,Email,0
28,Samsung Galaxy,Billing inquiry,Product compatibility,Low,Chat,0
39,LG OLED,Cancellation request,Product recommendation,Critical,Phone,1
46,Sony PlayStation,Cancellation request,Peripheral compatibility,High,Chat,1
24,Garmin Forerunner,Billing inquiry,Payment issue,High,Chat,1
51,LG OLED,Cancellation request,Product compatibility,Low,Phone,0
38,Nintendo Switch,Billing inquiry,Hardware issue,Medium,Email,1
53,Sony 4K HDR TV,Cancellation request,Peripheral compatibility,Medium,Email,1
21,Sony PlayStation,Cancellation request,Account access,Low,Chat,0
25,Samsung Soundbar,Billing inquiry,Product compatibility,Critical,Email,1
65,Samsung Soundbar,Product inquiry,Display issue,Critical,Email,1
36,Amazon Echo,Product inquiry,Software bug,Critical,Email,0
21,Microsoft Xbox Controller,Technical issue,Network problem,Low,Social media,0
39,Dell XPS,Billing inquiry,Software bug,Low,Phone,0
48,Autodesk AutoCAD,Cancellation request,Peripheral compatibility,Low,Phone,0
19,GoPro Action Camera,Technical issue,Delivery problem,Critical,Email,0
66,Fitbit Versa Smartwatch,Refund request,Delivery problem,Critical,Phone,0
58,GoPro Hero,Product inquiry,Product setup,Low,Phone,0
53,Google Nest,Product inquiry,Peripheral compatibility,Medium,Phone,0
20,Samsung Galaxy,Cancellation request,Display issue,Critical,Social media,0
33,Garmin Forerunner,Technical issue,Peripheral compatibility,Critical,Chat,1
50,Sony PlayStation,Cancellation request,Peripheral compatibility,Medium,Phone,0
51,Amazon Kindle,Cancellation request,Refund request,Medium,Phone,1
20,Amazon Echo,Billing inquiry,Installation support,Low,Social media,0
43,Amazon Kindle,Billing inquiry,Product compatibility,Low,Chat,0
69,Canon DSLR Camera,Refund request,Display issue,Medium,Chat,0
41,Roomba Robot Vacuum,Billing inquiry,Hardware issue,High,Social media,0
37,GoPro Hero,Refund request,Delivery problem,Low,Email,0
18,Autodesk AutoCAD,Technical issue,Installation support,Critical,Phone,0
18,Asus ROG,Cancellation request,Product setup,Low,Phone,0
63,Sony PlayStation,Cancellation request,Data loss,Medium,Phone,0
68,Google Nest,Refund request,Refund request,High,Email,0
20,Autodesk AutoCAD,Billing inquiry,Account access,Medium,Chat,1
63,Samsung Soundbar,Refund request,Cancellation request,Low,Social media,0
51,Bose SoundLink Speaker,Technical issue,Product recommendation,Medium,Phone,1
65,Sony Xperia,Refund request,Battery life,Medium,Email,0
36,Adobe Photoshop,Refund request,Account access,Medium,Social media,0
41,Philips Hue Lights,Product inquiry,Battery life,Medium,Email,0
60,Nest Thermostat,Product inquiry,Battery life,Low,Chat,0
44,Sony 4K HDR TV,Billing inquiry,Battery life,Low,Email,0
26,Garmin Forerunner,Cancellation request,Peripheral compatibility,Low,Email,0
44,iPhone,Refund request,Refund request,High,Chat,1
32,Adobe Photoshop,Product inquiry,Product setup,High,Phone,1
62,Amazon Echo,Technical issue,Installation support,Low,Social media,0
65,Bose QuietComfort,Billing inquiry,Hardware issue,Medium,Social media,0
69,LG OLED,Billing inquiry,Battery life,Medium,Email,0
45,Sony Xperia,Technical issue,Battery life,Low,Phone,0
33,LG Washing Machine,Cancellation request,Refund request,Medium,Social media,1
52,Garmin Forerunner,Refund request,Refund request,Medium,Social media,0
65,Autodesk AutoCAD,Technical issue,Hardware issue,Critical,Phone,1
36,Samsung Galaxy,Technical issue,Display issue,Medium,Phone,0
67,HP Pavilion,Cancellation request,Cancellation request,Low,Chat,0
45,LG Washing Machine,Technical issue,Account access,High,Email,0
45,Canon EOS,Cancellation request,Display issue,High,Social media,0
32,GoPro Hero,Cancellation request,Network problem,High,Chat,1
62,iPhone,Billing inquiry,Cancellation request,Medium,Phone,1
53,Samsung Soundbar,Refund request,Display issue,Critical,Email,0
66,Nintendo Switch Pro Controller,Refund request,Delivery problem,Medium,Social media,0
63,LG Washing Machine,Billing inquiry,Delivery problem,High,Phone,1
27,Bose SoundLink Speaker,Technical issue,Product setup,High,Phone,1
30,Fitbit Versa Smartwatch,Refund request,Account access,Low,Social media,0
47,Nikon D,Refund request,Battery life,Low,Chat,0
19,Google Nest,Product inquiry,Account access,High,Email,1
20,LG Washing Machine,Product inquiry,Product compatibility,Critical,Phone,1
52,PlayStation,Product inquiry,Product compatibility,High,Social media,1
31,GoPro Hero,Billing inquiry,Delivery problem,Critical,Chat,1
66,Microsoft Office,Cancellation request,Network problem,Critical,Phone,1
37,GoPro Action Camera,Cancellation request,Network problem,High,Chat,1
55,MacBook Pro,Billing inquiry,Software bug,Critical,Social media,1
36,LG OLED,Technical issue,Hardware issue,Medium,Chat,0
33,PlayStation,Product inquiry,Software bug,Critical,Phone,1
33,Samsung Galaxy,Product inquiry,Battery life,Medium,Email,1
69,Canon EOS,Technical issue,Refund request,Medium,Email,1
50,Asus ROG,Product inquiry,Installation support,Critical,Email,1
18,Sony Xperia,Refund request,Account access,Medium,Phone,1
51,Google Pixel,Cancellation request,Battery life,Medium,Chat,0
54,LG OLED,Refund request,Product compatibility,High,Social media,1
61,Xbox,Billing inquiry,Cancellation request,Medium,Chat,0
48,Sony 4K HDR TV,Billing inquiry,Peripheral compatibility,Medium,Chat,0
62,Philips Hue Lights,Product inquiry,Installation support,Medium,Social media,0
44,Roomba Robot Vacuum,Cancellation request,Product compatibility,Critical,Social media,0
59,Roomba Robot Vacuum,Billing inquiry,Peripheral compatibility,Low,Social media,0
33,Philips Hue Lights,Refund request,Delivery problem,High,Chat,0
48,Dell XPS,Refund request,Refund request,Medium,Phone,0
34,Sony 4K HDR TV,Technical issue,Software bug,Critical,Social media,1
69,Asus ROG,Refund request,Refund request,Low,Social media,0
61,Roomba Robot Vacuum,Cancellation request,Network problem,Critical,Chat,1
49,Fitbit Versa Smartwatch,Billing inquiry,Network problem,Medium,Social media,1
48,Bose QuietComfort,Product inquiry,Payment issue,Critical,Social media,1
50,Sony Xperia,Product inquiry,Data loss,Critical,Chat,1
53,PlayStation,Cancellation request,Cancellation request,Low,Social media,0
63,Autodesk AutoCAD,Cancellation request,Delivery problem,Critical,Social media,1
49,Fitbit Versa Smartwatch,Billing inquiry,Hardware issue,Low,Phone,0
68,Nintendo Switch,Technical issue,Product setup,Medium,Social media,1
57,GoPro Hero,Refund request,Product compatibility,High,Email,1
44,Canon DSLR Camera,Billing inquiry,Refund request,Critical,Social media,1
36,Apple AirPods,Technical issue,Payment issue,Critical,Chat,1
52,Fitbit Charge,Billing inquiry,Network problem,Medium,Phone,1
50,GoPro Hero,Cancellation request,Delivery problem,Critical,Social media,1
33,Sony Xperia,Technical issue,Battery life,Low,Phone,0
50,Google Pixel,Cancellation request,Delivery problem,Medium,Phone,0
50,Microsoft Xbox Controller,Technical issue,Installation support,Low,Phone,0
31,GoPro Action Camera,Technical issue,Payment issue,Critical,Email,0
51,GoPro Action Camera,Technical issue,Cancellation request,Low,Chat,0
58,LG Washing Machine,Technical issue,Product compatibility,Critical,Social media,1
18,Microsoft Office,Cancellation request,Battery life,High,Chat,1
35,Bose SoundLink Speaker,Cancellation request,Hardware issue,Critical,Chat,1
21,Bose SoundLink Speaker,Refund request,Battery life,Low,Phone,0
36,Sony PlayStation,Technical issue,Account access,Medium,Social media,0
44,GoPro Hero,Billing inquiry,Account access,Medium,Phone,0
21,PlayStation,Product inquiry,Hardware issue,High,Phone,1
52,LG OLED,Refund request,Installation support,High,Phone,1
42,Fitbit Versa Smartwatch,Refund request,Delivery problem,Critical,Social media,0
70,Apple AirPods,Product inquiry,Network problem,High,Phone,1
39,Sony 4K HDR TV,Billing inquiry,Network problem,Low,Social media,0
23,Philips Hue Lights,Product inquiry,Product setup,Medium,Phone,1
53,Apple AirPods,Cancellation request,Account access,Medium,Social media,0
64,Lenovo ThinkPad,Product inquiry,Refund request,Medium,Email,0
28,Samsung Soundbar,Product inquiry,Installation support,Medium,Social media,1
53,Asus ROG,Refund request,Peripheral compatibility,High,Email,0
32,Sony Xperia,Refund request,Peripheral compatibility,Medium,Social media,0
60,PlayStation,Technical issue,Cancellation request,High,Social media,0
38,Dyson Vacuum Cleaner,Technical issue,Battery life,Medium,Social media,1
36,Autodesk AutoCAD,Technical issue,Peripheral compatibility,Low,Email,0
42,Apple AirPods,Product inquiry,Software bug,Medium,Social media,0
35,Apple AirPods,Billing inquiry,Hardware issue,High,Social media,1
40,Google Nest,Product inquiry,Software bug,Medium,Phone,1
52,Nest Thermostat,Billing inquiry,Account access,Medium,Phone,1
59,Canon EOS,Cancellation request,Product compatibility,Critical,Phone,0
20,LG Washing Machine,Technical issue,Software bug,Low,Chat,0
34,Bose QuietComfort,Refund request,Installation support,Critical,Phone,1
52,GoPro Hero,Technical issue,Network problem,Medium,Email,0
38,Canon DSLR Camera,Cancellation request,Hardware issue,Low,Email,0
47,Canon EOS,Billing inquiry,Payment issue,Critical,Phone,1
45,Microsoft Xbox Controller,Product inquiry,Payment issue,Critical,Email,1
31,Bose QuietComfort,Refund request,Display issue,Medium,Email,0
64,Microsoft Surface,Cancellation request,Hardware issue,Medium,Chat,0
31,Microsoft Surface,Refund request,Installation support,High,Social media,0
48,Canon EOS,Cancellation request,Product recommendation,Critical,Social media,0
45,Samsung Galaxy,Technical issue,Software bug,Low,Phone,0
27,Nest Thermostat,Technical issue,Product setup,High,Phone,0
45,Sony 4K HDR TV,Refund request,Network problem,Low,Phone,0
43,Dyson Vacuum Cleaner,Product inquiry,Payment issue,Medium,Phone,0
53,Canon DSLR Camera,Refund request,Software bug,High,Email,0
55,Google Pixel,Billing inquiry,Product setup,High,Social media,0
20,Sony 4K HDR TV,Refund request,Display issue,High,Phone,0
42,LG OLED,Cancellation request,Product recommendation,Low,Email,0
39,GoPro Action Camera,Technical issue,Battery life,Low,Phone,0
19,Samsung Galaxy,Refund request,Data loss,Low,Social media,0
64,Lenovo ThinkPad,Product inquiry,Refund request,High,Phone,0
67,HP Pavilion,Refund request,Software bug,Medium,Email,0
30,GoPro Action Camera,Product inquiry,Network problem,Critical,Email,1
70,Adobe Photoshop,Cancellation request,Data loss,Medium,Chat,0
49,Apple AirPods,Product inquiry,Software bug,Low,Chat,0
32,Autodesk AutoCAD,Refund request,Delivery problem,Low,Chat,0
64,Amazon Kindle,Technical issue,Product setup,High,Social media,1
44,Fitbit Charge,Product inquiry,Cancellation request,High,Chat,0
67,Microsoft Office,Technical issue,Installation support,Low,Phone,0
26,Xbox,Technical issue,Data loss,High,Phone,0
58,Asus ROG,Billing inquiry,Software bug,Critical,Phone,0
